Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/2010/04/the_importance_of_jello_biafra.html,20,1.25,0:03:23,75.00%,75.00%
/2010/04/the_new_north_american_flag.html,20,1.75,0:00:16,75.00%,75.00%
/2010/04/theocratic_aspirations_meet_in.html,20,1,0:00:00,75.00%,100.00%
/2010/04/what_happened_to_polmeth.html,20,1.5,0:02:37,50.00%,75.00%
/2010/05/financial_markets_and_the_euro.html,20,1,0:00:00,50.00%,100.00%
/2010/05/fixed_term_parliament_the_magi.html,20,1.5,0:01:35,50.00%,75.00%
/2010/05/the_political_effects_of_the_g.html,20,1,0:00:00,100.00%,100.00%
/2010/06/dutch_elections.html,20,1.5,0:01:13,50.00%,50.00%
/2010/06/paul_staniland.html,20,1.5,0:02:42,75.00%,75.00%
/2010/06/the_netherlands_win.html,20,1.25,0:00:01,50.00%,75.00%
/2010/07/are_political_scientists_becom.html,20,1,0:00:00,50.00%,100.00%
/2010/07/counterinsurgency_finale.html,20,1.5,0:00:03,50.00%,75.00%
/2010/07/crappy_interpretations_of_focu.html,20,1,0:00:00,75.00%,100.00%
/2010/07/freeing_up_perspectives.html,20,1.5,0:00:35,50.00%,75.00%
/2010/07/hungary_and_the_imf_expert_ana.html,20,1.75,0:00:23,50.00%,75.00%
/2010/07/initial_meeting_of_new_apsa_se.html,20,1.75,0:02:04,0.00%,50.00%
/2010/07/less_pundits_please.html,20,1,0:00:00,75.00%,100.00%
/2010/07/potpourri_10.html,20,2.5,0:12:48,50.00%,75.00%
/2010/07/potpourri_15.html,20,2,0:01:59,25.00%,25.00%
/2010/07/thanks_but_no_thanks.html,20,1.75,0:05:38,25.00%,50.00%
/2010/08/a_new_social_science_agenda_fo.html,20,1,0:00:00,25.00%,100.00%
/2010/08/clemens_indicted_finally.html,20,1,0:00:00,50.00%,100.00%
/2010/08/corporate_campaign_contributio.html,20,1,0:00:00,50.00%,100.00%
/2010/08/potpourri_23.html,20,8,0:07:00,75.00%,25.00%
/2010/08/recession_crowds_out_concerns.html,20,1.25,0:00:50,75.00%,75.00%
/2010/08/turning_latinos_away_from_the.html,20,2.75,0:05:50,25.00%,50.00%
/2010/09/activists_valence_and_party_po.html,20,1.75,0:00:21,75.00%,75.00%
/2010/09/ambiguity_never_goes_out_of_st.html,20,1.5,0:04:05,25.00%,50.00%
/2010/09/any_research_on_writein_candid.html,20,1.75,0:06:19,75.00%,50.00%
/2010/09/political_blogs_and_viral_info.html,20,1.5,0:02:32,25.00%,50.00%
/2010/09/the_demographics_of_2010_1.html,20,1.25,0:00:14,25.00%,75.00%
/2010/09/the_firing_of_moscow_mayor_yur.html,20,1,0:00:00,100.00%,100.00%
/2010/10/a_redrawing_of_the_redblue_map.html,20,1.5,0:00:05,0.00%,50.00%
/2010/10/aapor_cell_phone_task_force_re.html,20,1.25,0:00:16,75.00%,75.00%
/2010/10/ajps_free_virtual_issue_on_mid.html,20,1.5,0:01:56,50.00%,50.00%
/2010/10/cakeblogging_redux.html,20,1,0:00:00,100.00%,100.00%
/2010/10/does_divided_goverment_help_pr.html,20,1,0:00:00,75.00%,100.00%
/2010/10/early_voting_depresses_turnout.html,20,1,0:00:00,25.00%,100.00%
/2010/10/the_looks_of_a_winner.html,20,2,0:03:07,50.00%,50.00%
/2010/11/is_there_a_republican_mandate.html,20,1,0:00:00,100.00%,100.00%
/2010/11/more_on_bilingual_polling.html,20,1,0:00:00,75.00%,100.00%
/2010/11/seats_lost_in_translation.html,20,1.5,0:03:03,25.00%,75.00%
/2010/12/boys_monkeys_and_toys_with_whe.html,20,1.25,0:01:54,75.00%,75.00%
/2010/12/fortunately_making_a_statistic.html,20,1.25,0:00:25,50.00%,75.00%
/2010/12/fun_with_google_ngrams.html,20,1.25,0:07:20,50.00%,75.00%
/2010/12/how_to_bury_the_lead_russian_s.html,20,1.5,0:00:49,50.00%,75.00%
/2010/12/more_on_why_all_politics_is_lo.html,20,1,0:00:00,75.00%,100.00%
/2010/12/on_the_american_publics_allege.html,20,1.25,0:00:18,50.00%,75.00%
/2010/12/science_ideology_and_human_ori.html,20,1,0:00:00,50.00%,100.00%
/2011/01/an_online_bribe_registry.html,20,1.25,0:00:05,0.00%,75.00%
/2011/01/attacks_on_members_of_congress.html,20,2,0:01:23,25.00%,50.00%
/2011/01/book_titles.html,20,1.25,0:00:19,0.00%,75.00%
/2011/01/gibbs_and_daley.html,20,1,0:00:00,0.00%,100.00%
/2011/01/more_evidence_of_growing_natio.html,20,1.25,0:00:01,50.00%,75.00%
/2011/01/too_fast_and_too_furious_germa.html,20,1.75,0:00:18,50.00%,50.00%
/2011/01/where_in_the_world_is_the_us_c.html,20,1,0:00:00,50.00%,100.00%
/2011/01/why_cant_i_be_more_like_bill_j.html,20,1.75,0:00:39,100.00%,75.00%
/2011/02/discrimination_against_europea.html,20,3,0:20:11,100.00%,75.00%
/2011/02/more_on_1989_vs_2011.html,20,2,0:00:21,75.00%,75.00%
/2011/02/mummy_dearest.html,20,1,0:00:00,0.00%,100.00%
/2011/03/a_question_about_the_economic_.html,20,2,0:00:52,0.00%,50.00%
/2011/03/jesus_can_stay_in_european_cla.html,20,1.5,0:03:35,75.00%,50.00%
/2011/03/more_on_the_missing_conservati.html,20,1,0:00:00,75.00%,100.00%
/2011/04/patriotic_millionaires.html,20,1.5,0:07:52,75.00%,75.00%
/2011/04/poem_in_your_pocket_day_academ.html,20,1.25,0:05:27,100.00%,75.00%
/2011/04/unlock_the_nsf.html,20,1.75,0:03:11,75.00%,75.00%
/2011/05/a-realigning-canadian-election/,20,1.25,0:02:25,75.00%,75.00%
/2011/05/mock-the-threat/,20,2.25,0:03:55,75.00%,25.00%
/2011/05/site_migration_and_redesign.html,20,1.75,0:00:17,50.00%,25.00%
/2011/05/the-real-interesting-question-for2012-presidential-election/,20,1.5,0:00:02,75.00%,50.00%
/blog/2007/11/23/why_endorsements_matter_in_pre/,20,1,0:00:00,75.00%,100.00%
/blog/2008/04/21/post_79/,20,1.25,0:00:05,100.00%,75.00%
/blog/2008/08/04/_but_you_wont_find_it_that_way/,20,1.25,0:00:29,75.00%,75.00%
/blog/2008/11/05/truths_and_myths_about_the_200/,20,1,0:00:00,75.00%,100.00%
/blog/2009/02/22/theyll_have_to_pry_um_my_cold/,20,1,0:00:00,100.00%,100.00%
/blog/2009/04/05/a_tantalizing_graph_featuring/,20,2.25,0:00:44,100.00%,50.00%
/blog/2009/09/23/the_case_for_filibustering_or/,20,1,0:00:00,75.00%,100.00%
/blog/2010/01/22/racism_and_soccer/,20,1,0:00:00,100.00%,100.00%
/blog/2010/02/04/the_bad_ass_theory_of_why_dict/,20,1.25,0:00:44,100.00%,75.00%
/blog/2010/07/27/public_opinion_and_taxes/,20,1.25,0:01:48,25.00%,75.00%
/blog/2010/08/24/the_shrinking_political_scienc/,20,1.5,0:00:39,100.00%,75.00%
/blog/2011/02/12/the_empty_bench_vetting_and_wh/,20,1.25,0:03:10,75.00%,75.00%
/blog/2011/05/11/billionaires-role-in-hiring-decisions-at-florida-state-university-raises-questions/,20,1,0:00:00,100.00%,100.00%
/blog/2011/05/12/will-the-internet-make-citizens-love-democracy/,20,1,0:00:00,100.00%,100.00%
/blog/2011/05/17/the-lasting-electoral-effects-of-natural-disaster-response/,20,1,0:00:00,75.00%,100.00%
/blog/2011/06/09/whistleblower-vs-leaker/,20,2.75,0:12:11,75.00%,75.00%
/blog/2011/06/15/war-powers-update-no-hostilities/,20,1,0:00:00,100.00%,100.00%
/blog/2011/06/20/reforming-lobbying-via-the-james-database/,20,1.25,0:00:00,75.00%,75.00%
/blog/2011/06/21/how-conservative-are-gop-women-in-the-house/,20,1.25,0:00:22,50.00%,75.00%
/blog/2011/06/23/7621/,20,1.5,0:03:29,25.00%,50.00%
/blog/2011/06/23/dualing-executives/,20,1.5,0:07:34,100.00%,75.00%
/blog/2011/06/23/israeli-perspective-on-foreign-aid/,20,1.25,0:00:01,75.00%,75.00%
/blog/2011/06/24/who-benefits-from-higher-turnout/,20,1.5,0:03:54,100.00%,50.00%
/blog/2011/07/08/whatever-will-facebook-think-of-next/,20,1.25,0:04:18,100.00%,75.00%
/blog/2011/07/20/the-effect-of-the-tea-party-in-2010/,20,4.25,0:04:06,75.00%,50.00%
/blog/2011/07/22/i-definitely-have-to-read-this-groseclose-book/,20,1.75,0:00:25,50.00%,75.00%
/blog/2011/07/27/actually-political-science-is-both/,20,1.25,0:00:03,100.00%,75.00%
/blog/2011/08/04/be-careful-what-you-vote-against-creating-super-committees/,20,2,0:00:47,100.00%,75.00%
/blog/2011/08/04/jack-goldstone-is-blogging/,20,1,0:00:00,50.00%,100.00%
/blog/2011/08/09/twitter-and-collective-action-london-edition/,20,1,0:00:00,50.00%,100.00%
/blog/2011/08/10/potpourri-elections-edition/,20,2,0:00:25,50.00%,50.00%
/blog/2011/08/14/weekend-frivolity-post-conflict-potter/,20,1.25,0:06:10,50.00%,75.00%
/blog/2011/08/24/politicians-like-constituents-like-them/,20,1,0:00:00,100.00%,100.00%
/blog/2011/08/24/politics-everywhere-cooking-curry/,20,1,0:00:00,100.00%,100.00%
/blog/2011/09/06/do-bedroom-eyes-wear-political-glasses/,20,1.5,0:01:24,100.00%,50.00%
/blog/2011/09/08/how-much-does-the-republican-nominee-matter/,20,1.25,0:01:41,75.00%,75.00%
/blog/2011/09/11/chris-joyner/,20,1.25,0:00:09,75.00%,75.00%
/blog/2011/09/22/esablishment-of-jordan-center-for-russian-studies-at-nyu-and-call-for-executive-director-candidates/,20,1.25,0:00:10,75.00%,75.00%
/blog/2011/09/25/putin-in-2012-guest-commentary-2/,20,1.5,0:00:37,100.00%,75.00%
/blog/2011/09/28/movie-reviews-and-media-bias/,20,1,0:00:00,50.00%,100.00%
/blog/2011/10/12/expert-analysis-tymoshenko-verdict-in-ukraine/,20,1.5,0:00:13,100.00%,75.00%
/blog/2011/10/12/slovakia-and-the-euro-bailout-what-happened-what‰Ûªs-next-the-short-and-very-short-versions/,20,1,0:00:00,75.00%,100.00%
/blog/2011/10/20/qaddafi-is-dead-does-it-matter-for-libyas-future/,20,2.25,0:01:44,75.00%,50.00%
/blog/2011/11/10/forecasting-2012-how-much-does-ideology-matter/,20,1.5,0:02:09,50.00%,50.00%
/blog/2011/11/15/republican-presidential-candidate-set-to-lose-support-among-mccain-voters-who-have-died-since-2008/,20,1.25,0:00:02,75.00%,75.00%
/blog/2011/11/19/how-to-become-a-political-blogger/,20,1.25,0:00:04,100.00%,75.00%
/blog/2011/11/28/more-on-mandatory-voting-which-does-not-necessarily-make-electorate-less-informed,20,1,0:00:00,75.00%,100.00%
/blog/2011/12/02/egypts-elections-in-comparative-perspective-looking-to-the-future/,20,1,0:00:00,100.00%,100.00%
/blog/2011/12/05/12946/,20,1,0:00:00,100.00%,100.00%
/blog/2011/12/05/voters-are-not-fools-a-response-to-the-2011-parliamentary-elections/,20,1.25,0:00:14,100.00%,75.00%
/blog/2011/12/06/keep-the-facts-straight-congressional-portfolios-do-not-outperform-the-market/,20,1,0:00:00,75.00%,100.00%
/blog/2011/12/07/belgium-has-a-federal-government/,20,1,0:00:00,100.00%,100.00%
/blog/2011/12/16/understanding-post-communist-political-economy-ii/,20,1,0:00:00,75.00%,100.00%
/blog/2011/12/30/potpourri-from-iowa-to-iran-edition/,20,2.5,0:02:07,75.00%,50.00%
/blog/2012/01/09/annals-of-new-hampshire-retail-politics/,20,1.5,0:00:55,50.00%,75.00%
/blog/2012/01/13/ashes-to-ashes-reorganizing-the-executive-branch/,20,1,0:00:00,75.00%,100.00%
/blog/2012/01/18/diplomacy-in-the-you-tube-age/,20,1,0:00:00,100.00%,100.00%
/blog/2012/01/19/why-is-it-so-hard-to-count-votes-in-the-iowa-caucus/,20,1.25,0:00:25,100.00%,75.00%
/blog/2012/01/30/politics-is-a-matter-of-life-and-death-times-23000,20,1,0:00:00,100.00%,100.00%
/blog/2012/02/03/is-climate-change-likely-to-increase-conflict/,20,1.25,0:05:55,75.00%,75.00%
/blog/2012/02/06/defining-decline/,20,1.75,0:02:27,75.00%,75.00%
/blog/2012/02/09/it-giet-net-oan/,20,1.75,0:00:10,100.00%,50.00%
/blog/2012/02/11/the-sorry-state-of-election-administration-in-the-united-states/,20,1.25,0:00:00,75.00%,100.00%
/blog/2012/02/15/brinkmanship-and-the-euro-still-a-bad-idea/,20,2.25,0:06:26,75.00%,50.00%
